Country;Region;Subregion;Producer;Producer_Full;Producer_Notes;Title;Classification;Color;Grapes;Wine_Notes;Year;Alcohol;Maturity;Description;Pic_Name;Size;Price;Currency;Tax;Store;Store_Co;Store_Ci;Date
USA;California;Alexander Valley;Trig Point;Trig Point Vineyard;"GRAPES / SOILS""A ""trig"" has been used for many years to establish boundary lines. Trigonometrical stations were set on the top of hills and used as surveying sites. Just as my father was a land surveyor and used these trigs as a reference, so do I when it comes to well known vineyard sites"" Nick Goldschmidt, Winemaker.Trig Point is produced by Nick Goldschmidt and his wife Yolyn. After flying the globe for many years as the head-winemaker for the likes of Simi, Allied Domecq, and Beam Estates, Nick decided to start a family company with his wife Yolyn in 1998. The goal of the company was to focus on site specific wine making from great vineyard sites from around the world. Having produced so many world class wines from around the globe, Nick knew exactly from which vineyard sites he would choose to make his wines.The wines Nick and Yolyn Goldschmidt produce are all single vineyard, handcrafted, small production, artisan wines.WINEMAKERBorn in Auckland, Nick found his way to viticulture through a slightly tortuous route. After completing his Bachelor of Science at Canterbury, he ended up in a research position at Lincoln University in 1982. After a year of working in organics, plant breeding and in the small vineyard, Nick pursued a Diploma in Horticulture at Lincoln. From there he went to Charles Sturt University in Australia to study viticulture. Then, after three vintages back in New Zealand, he returned to South Australia to complete his post graduate degree in Winemaking at Roesworthy. His first vintage in California was in 1989 with Carneros Creek making Pinot and then in Chile as winemaker for Caliterra. In 1990 he became the VP/Winemaker for the Simi Winery in California. During his time there he also developed his own brands: Forefathers and Goldschmidt Vineyard. Simi Winery was owned by LVMH where he helped with Cloudy Bay NZ, Terrazas Arg and the Italian brand, Ruffino. Simi was eventually purchased by Constellation in 1999. In 2003 Nick became Senior VP/Winemaker for Allied-Domecq where he managed winemaking in California brands such as Clos du Bois, Atlas Peak, William Hill, Buena Vista and Gary Farrell to name a few. In 2006 Allied-Domecq was sold to Jim Beam and Nick continued on overseeing all California winemaking but also including Geyser Peak and Wild Horse. Starting in 2008 Nick went full time on his own, making single vineyard wines and continuing to consult for 16 wineries in 6 countries. He also continues his fascination with new technology and biodynamics.";The Railyard Zinfandel;;red;Zinfandel;;2018;;;;Trig Point The Railyard Zinfandel 2018.jpg;750;16.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Contra Costa County;Turley;Turley Wine Cellars;Turley Wine Cellars was founded in Napa Valley by Larry Turley in 1993. Because Larry has never met an old vine vineyard he didn't like, Turley now makes 34 separate wines from 38 different vineyards, some with vines that date back to the late 1800s. Often weak and decaying, these old vine vineyards require extra care and attention in order to restore them to their former glory. After twenty-five years as an emergency room physician, Larry can now focus his resuscitative skills on the various old vineyards that comprise the wines he loves. All of the vineyards are either certified organic by California Certified Organic Farmers or somewhere in the process, and only natural yeasts are used in the fermentations. By focusing on old vine Zinfandels and Petite Syrahs in particular, Turley aims to both create and preserve California's unique winemaking culture.Farming Practice:Practicing Organic;Duarte Zinfandel;;red;Zinfandel;;2019;;;;Turley Duarte Zinfandel 2019.jpg;750;43.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Paso Robles;Turley;Turley Wine Cellars;Turley Wine Cellars was founded in Napa Valley by Larry Turley in 1993. Because Larry has never met an old vine vineyard he didn't like, Turley now makes 34 separate wines from 38 different vineyards, some with vines that date back to the late 1800s. Often weak and decaying, these old vine vineyards require extra care and attention in order to restore them to their former glory. After twenty-five years as an emergency room physician, Larry can now focus his resuscitative skills on the various old vineyards that comprise the wines he loves. All of the vineyards are either certified organic by California Certified Organic Farmers or somewhere in the process, and only natural yeasts are used in the fermentations. By focusing on old vine Zinfandels and Petite Syrahs in particular, Turley aims to both create and preserve California's unique winemaking culture.Farming Practice:Practicing Organic;Dusi Zinfandel;;red;Zinfandel;;2019;;;;Turley Dusi Zinfandel 2019.jpg;750;49.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;California;Central Coast;Wild Horse;Wild Horse Vineyards;Located in historic Templeton, Wild Horse Winery was named for the wild mustangs that roamed the hills east of the vineyard estate. Descendents of the first Spanish horses brought to California, these mavericks suggest a free, noble spirit. They are the ideal symbol for the Wild Horse Winery commitment to spirited winemaking.Wild Horse Winery founder, Ken Volk, originally selected the Templeton vineyard and winery location in 1981 for its low vigor soils, proven ground water table, proximity to Estero Bay and rural atmosphere. Situated at a midpoint in the Central Coast, this location is ideal for sourcing fruit from vineyards north and south of the winery. Wild Horse Winery remains a champion of Central Coast winegrowing, committed to sustainable viticultural practices and creating fine wines that express the region's diversity.The varieties of soil composition and microclimates that can be found within the expansive Central Coast appellation present the opportunity to cultivate the same varietal in a wide range of growing conditions. This fact forms a key philosophy for Wild Horse Winery winemaking: multi-vineyard sourcing. While estate or vineyard-designated wines can be outstanding, they offer just one expression of the grapes from which they are produced. Growing the same varietal in different terroirs and then carefully blending the individual lots, sourcing fruit and working with many of the same growers for generations.;Pinot Noir;;red;Pinot Noir;;2017;;;;Wild Horse Pinot Noir 2017.jpg;750;13.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;New York;North Fork;Red Hook;Red Hook Winery;The Red Hook Winery, founded in 2008 by Mark Snyder, aims to uncover and highlight the best vineyard sites in New York state. From the salty, sea-breeze-blown North Fork of Long Island to the stone, shale, and winter-dominated Finger Lakes, we work with grape farmers who give agricultural definition to New York's nascent winegrowing country. Our three winemakers–Robert Foley, Abe Schoener, and Christopher Nicolson–create unique expressions of these individual vineyard sites, producing wines that reflect the climate, geology, and viticulture that make New York unlike any other growing region in the world.;The Guardian Macari Vineyard Red Blend;;red;;;2017;;;;Red Hook Winery The Guardian Macari Vineyard Red Blend 2017.jpg;750;14.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;New York;Seneca Lake;Red Newt;Red Newt Cellars;Red Newt Cellars is located on the east side of Seneca Lake in the hamlet of Hector in the Finger Lakes region of New York. Red Newt Cellars was founded in 1998 by David and Debra Whiting. Wine production was started with the 1998 vintage with a mere 1,200 cases of Chardonnay, Riesling, Vidal, Cayuga, Cabernet Franc, Cabernet Sauvignon and Merlot. The first white wines were released at the grand opening of the winery and restaurant in July of 1999.Debra and David have received recognition from local and regional press as well as from national publications such as Food and Wine, Nations Restaurant News, and Wine Spectator. Recently, Red Newt Cellars has been named among Wine & Spirits Magazine’s 2011 Top 100 wineries of the year. The Wine Spectator describes David and Debra as “untrammeled lovers of the Finger Lakes scene,” and it couldn’t be more true. David and Debra Whiting met in the late 1980s. At that time David was working as cellar master at a Finger Lakes winery while Debra was supervising microbiology labs at Cornell University. Following a passion for food and wine, David continued his oenological career as winemaker at three different wineries in the Finger Lakes. Debra’s path led her into a gourmet cheesecake business and then an upscale catering business. When the opportunity arose in 1998, David started wine production with the 1998 vintage and the following summer Debra opened the Red Newt Bistro concurrent with the first wine releases in June of 1999. Red Newt Cellars represented the achievement of David and Debra’s longtime goal to combine their efforts and expertise in the exploration of regional wine and cuisine. Their focus was on not only producing exceptional wines and food, but also creating a synergy between them.;Red Newt Cellars Circle Riesling;;white;;;2019;;;;Red Newt Cellars Circle Riesling 2019.jpg;750;10.45;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Oregon;A to Z Wineworks;A to Z Wineworks;"A to Z Wineworks was started in 2002 by four friends, Oregon wine industry veterans, Deb Hatcher (Eyrie), Bill Hatcher (Domaine Drouhin Oregon), Sam Tannahill (Archery Summit) and Cheryl Francis (Chehalem).  The two couples worked in the Hatcher's kitchen to build the original blend honored by Food & Wine magazine as the Best American Pinot Noir under $20. Recognition for their A to Z wines with dependable quality and great value continued and production grew.In 2006, the group welcomed another Oregon wine veteran, Michael Davies, as winemaker, and partnered with Gregg Popovich (Coach of the San Antonio Spurs) to buy REX HILL Vineyards and Winery (established in 1982).  A to Z has worked with more than 100 vineyards across the state always offering assistance for sustainability certification that the group expects to be achieved within three years of partnering.  Today, A to Z has two viticulturists on staff and uses biodynamic principles to farm all owned or long-leased vineyards.Diverse sourcing across the state mitigates regional weather difficulties and adds complexity and depth to the one wine of each variety that is blended in any vintage. Additionally, A to Z has more collective Oregon winemaking experience than any other winery, experience that can make a difference in difficult vintages.A to Z remains true to the dual mission of offering Aristocratic Wines at Democratic Prices blending one cuvee each vintage of Pinot Noir, Chardonnay and Pinot Gris that deliver the Essence of Oregon.  A commitment to excellence is matched by a belief in fair value and sustainability in business as well as farming and a drive to offer the highest quality for the best value.A to Z Oregon Pinot Noir has twice been named to Wine Spectator's Top 100 wines of the year; A to Z Oregon Pinot Gris is a perennial Best Buy; and A to Z Oregon Chardonnay is America's Best Selling Oregon Chardonnay.";Riesling;;white;Riesling;;2020;;;;A to Z Wineworks Riesling 2020.jpg;750;13.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Oregon;A to Z Wineworks;A to Z Wineworks;"A to Z Wineworks was started in 2002 by four friends, Oregon wine industry veterans, Deb Hatcher (Eyrie), Bill Hatcher (Domaine Drouhin Oregon), Sam Tannahill (Archery Summit) and Cheryl Francis (Chehalem).  The two couples worked in the Hatcher's kitchen to build the original blend honored by Food & Wine magazine as the Best American Pinot Noir under $20. Recognition for their A to Z wines with dependable quality and great value continued and production grew.In 2006, the group welcomed another Oregon wine veteran, Michael Davies, as winemaker, and partnered with Gregg Popovich (Coach of the San Antonio Spurs) to buy REX HILL Vineyards and Winery (established in 1982).  A to Z has worked with more than 100 vineyards across the state always offering assistance for sustainability certification that the group expects to be achieved within three years of partnering.  Today, A to Z has two viticulturists on staff and uses biodynamic principles to farm all owned or long-leased vineyards.Diverse sourcing across the state mitigates regional weather difficulties and adds complexity and depth to the one wine of each variety that is blended in any vintage. Additionally, A to Z has more collective Oregon winemaking experience than any other winery, experience that can make a difference in difficult vintages.A to Z remains true to the dual mission of offering Aristocratic Wines at Democratic Prices blending one cuvee each vintage of Pinot Noir, Chardonnay and Pinot Gris that deliver the Essence of Oregon.  A commitment to excellence is matched by a belief in fair value and sustainability in business as well as farming and a drive to offer the highest quality for the best value.A to Z Oregon Pinot Noir has twice been named to Wine Spectator's Top 100 wines of the year; A to Z Oregon Pinot Gris is a perennial Best Buy; and A to Z Oregon Chardonnay is America's Best Selling Oregon Chardonnay.";A to Z Winery Rose;;pink;;;2020;;;;A to Z Winery Rose 2020.jpg;750;14.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Dundee Hills;Domaine Serene;Domaine Serene;"Grace and Ken Evenstad first arrived and settled in the Dundee Hills in the Willamette Valley in 1989. At that time, the couple had spent over 20 years together in Minnesota building a successful business, a loving family, and a deep appreciation for the wines of Burgundy.  The Evenstads had faith in Oregon early on, before there was a national market for domestic Pinot Noir. When the time came to pursue their longtime dream of growing and producing world class Pinot Noir, they invested in a 42 acre hilltop estate that had just been logged in the beautiful Dundee Hills of Oregon. With the support of their family - and to the surprise of many of their friends in Minnesota – the Evenstads established Domaine Serene, effectively creating Oregon's luxury wine industry. They named the winery after their daughter, Serene, and their first vineyard on the estate was named after their son, Mark Bradford Evenstad.Today, Domaine Serene produces Pinot Noir from six vineyard estates, spanning three Willamette Valley AVAs, and Chardonnay solely from high elevations in the Dundee Hills. In 2001, the Evenstads completed construction of the picturesque, state-of-the art, five-level, gravity flow winery specifically designed to make world class Pinot Noir. Their sustainable vineyard management and winemaking practices are intended to maximize the quality of the wines and to ensure complex, balanced and elegant wines that are age-worthy. Since the first vintage in 1990, Domaine Serene has produced award winning wines, including Evenstad Reserve Pinot Noir, recognized as the World's #3 Wine of 2013 by Wine Spectator Magazine. Through the continuous pursuit of quality and innovation, Domaine Serene has garnered global recognition as an iconic quality leader of Pinot Noir and Chardonnay. In April 2015, the Evenstads expanded upon their original vision of producing world class Pinot Noir and Chardonnay by purchasing Château de la Crée, a Burgundy wine estate in the Côte d'Or.  Burgundy vintners have been buying vineyards in Oregon for the past 25 years, but now the Evenstads have flipped the trend. ""Owning and farming legendary vineyards in Burgundy is a dream come true for us,"" says Ken Evenstad. ""We have a once in a lifetime opportunity to make our own wines from famous vineyards like Morgeot in Chassagne-Montrachet, Clos des Angles in Volnay, and La Garenne in Puligny-Montrachet where world class wines have been made for centuries.";Evenstad Reserve Chardonnay;;white;Chardonnay;;2018;;;;Domaine Serene Evenstad Reserve Chardonnay 2018.jpg;750;56.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Eola-Amity Hills;Evening Land;Evening Land Vineyards;"The Evening Land has long been a symbol of the dream quest to find the mythical Greek garden where the golden fruits of immortality grew – tethered to the setting sun on the western rim of the unknown world – just beyond the reach of mortals. Inspired by the myth, the journey began to find the ""perfect vinegarden"" along the coastal world in which exceptional Pinot Noir, Gamay Noir and Chardonnay grapes could grow.Situated in the southeastern Eola-Amity Hills, Evening Land's Seven Springs Vineyard is dry-farmed using biodynamic practices. The Pacific Ocean Breeze, volcanic soil, eastern exposure and high elevatin contribute to the natural preservation of the grapes' acidity and enrich the wines with elegant flavors and minerality. Sixty-five acres were initially planted in the early 1980s and has since expanded to cover seventy acres of land.At Evening Land, the goal is to explore great terroir and reflect that greatness in every bottle that is produced. This begins in the vineyard with a constant stewardship of the land. Evening Land strives to make wines that reflect only the essence of the vineyard – the unique conjunction between a place, nature and time. Nothing is added; nothing is removed. The winemakers practice precision viticulture and let the land express itself, and they embrace the unique character of every vintage. Evening Land wines are created with energy, purity, transparency and elegance with insistence on true appreciation of site.";Seven Springs Vineyard Pinot Noir;;red;Pinot Noir;;2019;;;;Evening Land Seven Springs Vineyard Pinot Noir 2019.jpg;750;31.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Willamette Valley;Patricia Green;Patricia Green Cellars;"Patricia Green Cellars is located in the Ribbon Ridge district of Yamhill County on the 52 acre estate purchased in 2000 by Patty Green and Jim Anderson. The winery, and thus the two friends, are noted for producing a tremendously broad selection of Pinot Noirs from far flung vineyards representing some of the better sites in the Ribbon Ridge, Dundee Hills, Chehalem Mountains, and the Eola Hills growing regions. All of the vineyards we either maintain or purchase fruit from are extremely well-tended sites that seek to grow the best fruit possible through rigorous attention to detail on every single vine. To ensure that our sites truly show the characteristics of the soil, micro-climate and clonal material none of them use irrigation.We have cobbled together over the years a collection of vineyard sites, whole and in part, that we feel represent some of the better sites from the best appellations in the state. The crowning jewel was landing what is now our Estate Vineyard. On top of that though we have other sites that are almost exclusively between 15-35 years in vine age. While old vines won't necessarily mean that the wine is better than wine from younger vines the likelihood that a well managed and well situated site will produce better wine from its older vines than its younger ones is extremely high. We are fortunate to have this large cache of older vines, many of which we have worked with for an extended period of time which is also extremely important as it gives you knowledge of the site, how it ripens, when it ripens, what flavor characteristics one should expect, how the wine ferments, what barrels best match the wine and so on. We chose these sites because we felt they were unique, compelling and produced excellent fruit.In the winery the philosophy of attention to the smallest details is further extended all the way from the fermenting must to the final bottling process. At a larger level the philosophy of the winery is fairly simple: Do what needs to be done. We feel that you simply cannot enter into a vintage with pre-conceived notions of what is going to happen, what our fruit is going to be like, what our wines are going to be like and what we are going to need to do to turn our fruit into the best wines possible. There are certain approaches and techinques that we will obviously look to apply (for instance, sorting fruit, cold soaking must, punching down, etc. are all things that are going to happen) however we consider the intensity of those actions as fluid. That fluid nature would extend to nearly every aspect of our winemaking. Our winery, the equipment within and the people that work for us are our tools for making the best wine we can. We apply those tools as liberally or as conservatively as we think best suits the situation with which we are presented. Ultimately we try to do things simply. The 14th century friar William of Ockham stated that ""one should not increase, beyond what is necessary, the number of entities required to explain anything."" This is the physics theory known as Occam's Razor. It applies to winemaking though, too. With a combined 42 years worth of winemaking experience we have come to realize that the hardest thing to do is to do the simplest things. Again, this does not mean we do not take action when necessary, it means that we do what needs to be done.Farming Practice:Practicing Organic";Patria Green Marie Muscat Ottonel;;white;;;2019;;;;Patria Green Marie Muscat Ottonel 2019.jpg;750;19.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;Oregon;Willamette Valley;Shea Wine;Shea Wine Cellars;"Shea Vineyard is owned by Dick Shea. It is a 200 acre vineyard in Yamhill County of the Willamette Valley in Oregon. Shea sells grapes to some of Oregon's best wineries, and the vineyard has a reputation for producing some of the best pinot noirs in the world, from such winemakers as Ken Wright and Mike Etzel of Beaux Freres.Wine Enthusiast October 2002 says: ""Like Pisoni, Oregon grower Dick Shea has also started to bottle his own wine after his fruit gained notoriety. Shea planted the original 100-acre vineyard in 1988 and 1989 on its own roots, but has been systematically replanting with grafted vines over the past few years in response to phylloxera. And despite the hype over Dijon clones, Shea is sticking largely with Wäidenswil. ""I like what it does in the Willakenzie soils that we have,"" he says.Dick Shea grew grapes for more than ten years on a 200-acre estate in Yamhill County, supplying some of the best winemakers with fruit, including Ken Wright Cellars, Beaux Freres, Patricia Green Cellars, Westrey Wine Company, Panther Creek Cellars, Raptor Ridge and St. Innocent. About 140 acres produce grapes, although 50 acres are young vines.In 1996, Shea decided to start his own winery, and more than a decade later, Drew Voit is now making the wine to much acclaim. Voit was consulting with Domaine Serene before working at Shea. Now he has multiple clones (Pommard, Dijon and Wäidenswil) and multiple vineyard sites to work with. Dick Shea's vineyard is really two separated vineyards, and they have most clones planted. They use different blocks to blend into their main wine, the Estate Pinot, and then they have single block wines as well.Voit's hard work, experience and skill all but guarantee many great vintages to come from Shea.Farming Practice:Practicing Organic";Shea Wine Cellars Chardonnay;;white;Chardonnay;;2017;;;;Shea Wine Cellars Chardonnay 2017.jpg;750;31.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
